probesetId	value	expr
1631871_at	1	normal
1631872_at	0	empty
1631873_at	0	empty
1631874_at	0	empty
1631875_at	0	empty
1631876_at	0	empty
1631877_a_at	0	empty
1631878_at	0	empty
1631879_at	0	empty
1631880_at	0	empty
1631881_a_at	0	empty
1631882_at	0	empty
1631883_at	0	empty
1631884_at	0	empty
1631885_at	0	empty
1631886_at	0	empty
1631888_at	1	normal
1631889_at	0	empty
1631891_at	0.25	low
1631893_at	0	empty
1631895_s_at	0	empty
1631897_s_at	3.5	high
1631899_a_at	0	empty
1631901_at	0	empty
1631903_at	0	empty
1631905_a_at	1	normal
1631907_at	1	normal
1631909_at	0	empty
1631911_at	0	empty
1631913_at	0	empty
1631915_at	0	empty
1631917_at	0	empty
1631919_at	0	empty
1631921_at	0	empty
1631923_at	0	empty
1631925_at	0	empty
1631927_at	0	empty
1631929_at	0	empty
1631931_s_at	0	empty
1631933_at	0	empty
1631935_at	0	empty
1631937_at	0	empty
1631938_at	0	empty
1631940_s_at	1	normal
1631942_at	1	normal
1631944_at	0	empty
1631946_at	0	empty
1631948_s_at	0	empty
1631950_at	0	empty
1631952_at	0	empty
1631953_at	0	empty
1631954_at	1	normal
1631956_at	0	empty
1631958_at	0	empty
1631960_at	0	empty
1631962_at	0	empty
1631964_at	0	empty
1631965_at	0	empty
1631967_at	0	empty
1631969_at	0	empty
1631971_at	0	empty
1631973_at	1.7	high
1631975_at	0	empty
1631977_at	0	empty
1631979_at	MC	MC
1631981_at	0	empty
1631983_at	0	empty
1631984_at	0	empty
1631986_at	0	empty
1631988_at	0	empty
1631990_at	0	empty
1631991_at	1	normal
1631993_s_at	MC	MC
1631994_a_at	0	empty
1631996_at	0	empty
1631998_at	0	empty
1631999_at	0	empty
1632001_at	1.7	high
1632003_a_at	0	empty
1632005_at	0	empty
1632007_at	3	high
1632009_at	0.833333333	low
1632011_at	1	normal
1632013_s_at	0	empty
1632015_at	0	empty
1632017_at	0	empty
1632019_s_at	1	normal
1632021_at	1	normal
1632023_s_at	1	normal
1632024_at	0	empty
1632026_at	1.7	high
1632028_a_at	0	empty
1632030_at	0	empty
1632032_at	0	empty
1632034_at	0	empty
1632035_at	0	empty
1632037_at	0	empty
1632039_at	0	empty
1632041_s_at	1.7	high
1632043_a_at	1	normal
1632045_at	0	empty
1632047_at	0	empty
1632049_at	0	empty
1632051_at	1	normal
1632053_at	0	empty
1632055_at	0	empty
1632057_at	0	empty
1632059_at	0	empty
1632060_at	0	empty
1632061_at	0	empty
1632062_s_at	1	normal
1632063_s_at	1.5	high
1632064_at	1	normal
1632065_at	1	normal
1632066_at	0	empty
1632067_at	1	normal
1632068_at	0	empty
1632069_at	0	empty
1632070_at	0	empty
1632071_at	0	empty
1632072_at	0	empty
1632073_at	0	empty
1632074_at	0	empty
1632075_at	0	empty
1632076_a_at	0.25	low
1632077_at	0	empty
1632078_at	0	empty
1632079_s_at	0	empty
1632080_s_at	0	empty
1632081_s_at	0	empty
1632082_at	1	normal
1632083_at	0	empty
1632084_at	0	empty
1632085_at	0	empty
1632086_at	0	empty
1632087_at	2	high
1632088_at	0	empty
1632089_at	0.833333333	low
1632090_at	0	empty
1632091_at	MC	MC
1632092_at	0	empty
1632093_at	0	empty
1632094_at	3.5	high
1632095_at	0	empty
1632096_at	0	empty
1632097_at	1	normal
1632098_at	1	normal
1632099_s_at	1	normal
1632100_s_at	0	empty
1632101_at	0	empty
1632102_a_at	0	empty
1632103_at	0	empty
1632104_at	0	empty
1632105_a_at	0	empty
1632106_at	0.666666667	low
1632107_at	0	empty
1632108_at	1	normal
1632109_s_at	1	normal
1632110_at	0	empty
1632111_at	0	empty
1632112_at	0	empty
1632113_at	0	empty
1632114_at	0	empty
1632115_at	0	empty
1632116_at	0	empty
1632117_s_at	0	empty
1632118_s_at	0	empty
1632119_s_at	0.4	low
1632120_at	0	empty
1632121_a_at	1	normal
1632122_at	0	empty
1632123_at	1	normal
1632124_at	1	normal
1632125_at	0	empty
1632126_at	0	empty
1632127_at	0	empty
1632128_x_at	0	empty
1632129_a_at	1	normal
1632130_s_at	1	normal
1632131_at	2	high
1632132_at	0	empty
1632133_at	0	empty
1632134_s_at	1	normal
1632135_a_at	1	normal
1632136_at	1	normal
1632137_at	0	empty
1632138_at	0	empty
1632139_at	0	empty
1632140_at	3.5	high
1632141_at	0	empty
1632142_at	0	empty
1632143_at	0	empty
1632144_at	0	empty
1632145_a_at	0	empty
1632146_a_at	1	normal
1632147_at	0	empty
1632148_at	0	empty
1632149_at	1	normal
1632150_at	0	empty
1632151_at	0	empty
1632152_at	0.666666667	low
1632153_at	0	empty
1632154_at	0	empty
1632155_at	0	empty
1632156_at	0	empty
1632157_at	0	empty
1632158_a_at	0.285714286	low
1632159_at	0	empty
1632160_s_at	0.666666667	low
1632161_at	1	normal
1632162_a_at	0	empty
1632163_at	0.666666667	low
1632164_at	0	empty
1632165_at	0	empty
1632166_at	1	normal
1632167_at	0	empty
1632168_at	0	empty
1632169_at	0	empty
1632170_a_at	0.25	low
1632171_a_at	1	normal
1632172_at	0	empty
1632173_at	0	empty
1632174_at	0	empty
1632175_at	0	empty
1632176_at	0	empty
1632177_at	0	empty
1632178_at	1	normal
1632179_at	1	normal
1632180_at	3.5	high
1632181_at	0	empty
1632182_at	1	normal
1632183_at	0	empty
1632184_at	1	normal
1632185_s_at	1	normal
1632186_at	0	empty
1632187_at	0	empty
1632188_at	0	empty
1632189_at	0.833333333	low
1632190_at	0	empty
1632191_s_at	1	normal
1632192_at	0	empty
1632193_at	0	empty
1632194_at	1	normal
1632195_at	1	normal
1632196_at	1	normal
1632197_at	1	normal
1632198_at	0	empty
1632199_at	0	empty
1632200_s_at	MC	MC
1632201_at	0	empty
1632202_at	1	normal
1632203_at	1	normal
1632204_at	0	empty
1632205_at	0	empty
1632206_at	0	empty
1632207_a_at	1	normal
1632208_at	0	empty
1632209_at	0	empty
1632210_at	0	empty
1632211_at	0	empty
1632212_at	0	empty
1632213_s_at	1.7	high
1632214_at	0	empty
1632215_at	1	normal
1632216_at	0	empty
1632217_at	0	empty
1632218_s_at	0	empty
1632219_at	0	empty
1632220_s_at	0	empty
1632221_at	0	empty
1632222_a_at	0	empty
1632223_at	3.5	high
1632224_at	0	empty
1632225_a_at	3.5	high
1632226_at	0.4	low
1632227_at	0	empty
1632228_at	0	empty
1632229_at	0	empty
1632230_at	0	empty
1632231_a_at	MC	MC
1632232_at	0	empty
1632233_at	0.285714286	low
1632234_at	0	empty
1632235_at	1	normal
1632236_at	1	normal
1632237_at	0	empty
1632238_at	0	empty
1632239_at	0	empty
1632240_at	0.4	low
1632241_at	0	empty
1632242_a_at	0	empty
1632243_at	0	empty
1632244_s_at	0	empty
1632245_a_at	1	normal
1632246_at	0	empty
1632247_at	1	normal
1632248_s_at	1	normal
1632249_at	0	empty
1632250_at	0	empty
1632251_s_at	MC	MC
1632252_s_at	0	empty
1632253_at	0	empty
1632254_a_at	0	empty
1632255_s_at	1	normal
1632256_at	0	empty
1632257_at	1	normal
1632258_s_at	3.5	high
1632259_at	1	normal
1632260_s_at	1	normal
1632261_at	0	empty
1632262_at	1	normal
1632263_at	1	normal
1632264_at	3	high
1632265_at	0	empty
1632266_at	0	empty
1632267_a_at	2	high
1632268_at	0	empty
1632269_at	0.666666667	low
1632270_s_at	0	empty
1632271_a_at	MC	MC
1632272_a_at	1	normal
1632273_at	1	normal
1632274_at	1	normal
1632275_a_at	0	empty
1632276_at	0	empty
1632277_a_at	1	normal
1632278_s_at	MC	MC
1632279_at	1	normal
1632280_at	0	empty
1632281_at	1	normal
1632282_s_at	0	empty
1632283_at	0.285714286	low
1632284_s_at	0	empty
1632285_at	0	empty
1632286_at	0	empty
1632287_at	0	empty
1632288_at	1	normal
1632289_at	0	empty
1632290_at	0	empty
1632291_at	0	empty
1632292_at	0.666666667	low
1632293_at	0	empty
1632294_at	0	empty
1632295_s_at	0	empty
1632296_at	0	empty
1632297_at	0.25	low
1632298_s_at	1	normal
1632299_at	0	empty
1632300_at	0	empty
1632301_at	1	normal
1632302_at	0	empty
1632303_a_at	MC	MC
1632304_at	1	normal
1632305_at	0	empty
1632306_at	1	normal
1632307_at	0	empty
1632308_at	1.5	high
1632309_at	1	normal
1632310_at	0	empty
1632311_at	0	empty
1632312_at	0	empty
1632313_at	0	empty
1632314_at	0	empty
1632315_at	0	empty
1632316_at	0	empty
1632317_at	3.5	high
1632318_at	2	high
1632319_at	0	empty
1632320_at	0	empty
1632321_a_at	0	empty
1632322_at	1	normal
1632323_at	1.7	high
1632324_at	0	empty
1632325_at	0	empty
1632326_at	0	empty
1632327_at	0	empty
1632328_at	0	empty
1632329_at	0	empty
1632330_at	0	empty
1632331_at	0	empty
1632332_at	1	normal
1632333_at	0	empty
1632334_at	0	empty
1632335_at	0	empty
1632336_at	0	empty
1632337_at	3.5	high
1632338_a_at	0	empty
1632339_s_at	1	normal
1632340_at	0	empty
1632341_at	0	empty
1632342_a_at	0	empty
1632343_at	1	normal
1632344_at	0	empty
1632345_at	0	empty
1632346_at	0	empty
1632347_at	0	empty
1632348_at	0	empty
1632349_at	0	empty
1632350_at	0	empty
1632351_at	0	empty
1632352_a_at	MC	MC
1632353_at	0	empty
1632354_at	0	empty
1632355_at	0	empty
1632356_at	0	empty
1632357_x_at	0	empty
1632358_at	1	normal
1632359_at	0	empty
1632360_s_at	1	normal
1632361_at	0.666666667	low
1632362_at	0	empty
1632363_at	0	empty
1632364_at	0	empty
1632365_at	0	empty
1632366_at	0	empty
1632367_at	0	empty
1632368_at	0	empty
1632369_at	0	empty
1632370_at	0	empty
1632371_s_at	0	empty
1632372_at	0	empty
1632373_s_at	0	empty
1632374_at	0.4	low
1632375_at	0	empty
1632376_at	0	empty
1632377_at	1	normal
1632378_at	0	empty
1632379_at	1	normal
1632380_at	0	empty
1632381_at	1	normal
1632382_at	0	empty
1632383_at	1	normal
1632384_at	1	normal
1632385_at	0	empty
1632386_at	0	empty
1632387_at	0	empty
1632388_at	0	empty
1632389_at	0	empty
1632390_at	0	empty
1632391_at	0	empty
1632392_s_at	1	normal
1632393_at	0	empty
1632394_s_at	1	normal
1632395_s_at	1	normal
1632396_at	0	empty
1632397_at	1	normal
1632398_a_at	0	empty
1632399_at	0	empty
1632400_at	0	empty
1632401_at	0	empty
1632402_at	0	empty
1632403_at	1	normal
1632404_at	1	normal
1632405_at	0	empty
1632406_at	0	empty
1632407_at	0	empty
1632408_at	0	empty
1632409_a_at	1.5	high
1632410_at	1	normal
1632411_at	0	empty
1632412_s_at	0	empty
1632413_at	0	empty
1632414_at	0	empty
1632415_s_at	0	empty
1632416_at	0	empty
1632417_a_at	0	empty
1632418_s_at	0	empty
1632419_at	0	empty
1632420_at	3.5	high
1632421_at	0.25	low
1632422_s_at	0	empty
1632423_at	0	empty
1632424_at	0	empty
1632425_at	0	empty
1632426_at	0	empty
1632427_at	0	empty
1632428_at	0	empty
1632429_at	0.666666667	low
1632430_at	0	empty
1632431_s_at	1	normal
1632432_at	0	empty
1632433_at	1	normal
1632434_at	1	normal
1632435_at	0	empty
1632436_at	0	empty
1632437_at	1	normal
1632438_at	1	normal
1632439_at	0	empty
1632440_at	0	empty
1632441_at	0	empty
1632442_at	0	empty
1632443_at	1	normal
1632444_at	0	empty
1632445_at	0	empty
1632446_at	0	empty
1632447_at	0	empty
1632448_s_at	0	empty
1632449_at	0	empty
1632450_at	0	empty
1632451_at	0	empty
1632452_at	0	empty
1632453_at	0	empty
1632454_at	0	empty
1632455_at	0	empty
1632456_s_at	0	empty
1632457_s_at	0	empty
1632458_at	1	normal
1632459_at	0	empty
1632460_at	0	empty
1632461_at	1	normal
1632462_at	2	high
1632463_at	0	empty
1632464_at	1	normal
1632465_s_at	1.7	high
1632466_at	1	normal
1632467_at	0	empty
1632468_at	0	empty
1632469_at	0	empty
1632470_at	0	empty
1632471_at	3.5	high
1632472_s_at	1	normal
1632473_at	0	empty
1632474_at	0	empty
1632475_at	1	normal
1632476_at	0	empty
1632477_s_at	0	empty
1632478_a_at	1	normal
1632479_at	0	empty
1632480_at	0	empty
1632481_at	1.7	high
1632482_at	0	empty
1632483_at	1	normal
1632484_at	1	normal
1632485_a_at	1	normal
1632486_at	0	empty
1632487_at	0	empty
1632488_a_at	0.666666667	low
1632489_a_at	0	empty
1632490_at	3.5	high
1632491_at	0	empty
1632492_at	0	empty
1632493_at	0	empty
1632494_at	0	empty
1632495_at	0	empty
1632496_at	0	empty
1632497_a_at	1	normal
1632498_at	0	empty
1632499_at	0	empty
1632500_at	1	normal
1632501_at	0	empty
1632502_s_at	0	empty
1632503_at	0	empty
1632504_at	0	empty
1632505_at	0	empty
1632506_at	0	empty
1632507_at	0	empty
1632508_s_at	0	empty
1632509_at	0	empty
1632510_at	3.5	high
1632511_at	0	empty
1632512_at	1	normal
1632513_at	0	empty
1632514_s_at	1	normal
1632515_a_at	0	empty
1632516_at	1	normal
1632517_at	0.666666667	low
1632518_at	0	empty
1632519_at	0	empty
1632520_at	0	empty
1632521_at	1	normal
1632522_at	0	empty
1632523_at	0	empty
1632524_at	0	empty
1632525_at	2	high
1632526_s_at	1	normal
1632527_at	0	empty
1632528_at	0	empty
1632529_at	0	empty
1632530_s_at	0.666666667	low
1632531_at	0.25	low
1632532_s_at	1	normal
1632533_at	0.25	low
1632534_at	3.5	high
1632535_at	0	empty
1632536_at	0	empty
1632537_at	0	empty
1632538_at	0	empty
1632539_at	0	empty
1632540_at	0	empty
1632541_at	0	empty
1632542_at	0	empty
1632543_at	0	empty
1632544_at	0	empty
1632545_s_at	0.4	low
1632546_at	0	empty
1632547_at	0	empty
1632548_a_at	3.5	high
1632549_at	0	empty
1632550_at	1	normal
1632551_at	0	empty
1632552_at	0	empty
1632553_at	0	empty
1632554_at	1.7	high
1632555_s_at	0	empty
1632556_s_at	0	empty
1632557_s_at	0	empty
1632558_at	0	empty
1632559_at	0	empty
1632560_at	0	empty
1632561_at	0	empty
1632562_at	0	empty
1632563_at	0	empty
1632564_at	0	empty
1632565_at	0	empty
1632566_at	0	empty
1632567_at	1	normal
1632568_at	1	normal
1632569_at	0	empty
1632570_at	1	normal
1632571_at	0	empty
1632572_at	0	empty
1632573_at	0	empty
1632574_at	0	empty
1632575_at	0	empty
1632576_at	1	normal
1632577_a_at	0.4	low
1632578_at	0	empty
1632579_at	0	empty
1632580_at	0	empty
1632581_at	0	empty
1632582_at	1	normal
1632583_at	0	empty
1632584_at	1	normal
1632585_at	1	normal
1632586_at	1	normal
1632587_s_at	1	normal
1632588_at	0	empty
1632589_at	1	normal
1632590_at	2	high
1632591_at	0	empty
1632592_a_at	0	empty
1632593_at	0	empty
1632594_at	1.7	high
1632595_at	0	empty
1632596_at	2	high
1632597_at	0	empty
1632598_at	0	empty
1632599_at	0	empty
1632600_at	0	empty
1632601_at	0	empty
1632602_s_at	1	normal
1632603_at	0	empty
1632604_at	0	empty
1632605_at	1	normal
1632606_a_at	0	empty
1632607_at	0	empty
1632608_at	0	empty
1632609_s_at	0	empty
1632610_at	0	empty
1632611_at	0	empty
1632612_s_at	0.25	low
1632613_at	0	empty
1632614_at	0	empty
1632615_at	0	empty
1632616_at	1	normal
1632617_at	0	empty
1632618_a_at	1	normal
1632619_at	0	empty
1632620_at	0	empty
1632621_at	0	empty
1632622_at	0	empty
1632623_at	1	normal
1632624_at	0.285714286	low
1632625_a_at	1	normal
1632626_at	1.7	high
1632627_at	0	empty
1632628_at	0	empty
1632629_a_at	1	normal
1632630_at	2	high
1632631_at	0	empty
1632632_at	0	empty
1632633_at	0	empty
1632634_at	1	normal
1632635_at	0	empty
1632636_at	3.5	high
1632637_at	0	empty
1632638_at	3.5	high
1632639_at	0	empty
1632640_at	3.5	high
1632641_at	0	empty
1632642_a_at	0	empty
1632643_at	1	normal
1632644_s_at	0	empty
1632645_at	0.25	low
1632646_at	0	empty
1632647_s_at	1	normal
1632648_at	0	empty
1632649_at	1.7	high
1632650_at	1.7	high
1632651_s_at	1	normal
1632652_s_at	1	normal
1632653_at	0.833333333	low
1632654_at	0	empty
1632655_at	1	normal
1632656_at	3.5	high
1632657_at	0	empty
1632658_a_at	1	normal
1632659_at	0	empty
1632660_at	0	empty
1632661_at	0	empty
1632662_at	0	empty
1632663_at	1	normal
1632664_at	0	empty
1632665_a_at	0.25	low
1632666_at	0.833333333	low
1632667_s_at	0	empty
1632668_at	0	empty
1632669_at	1	normal
1632670_at	1	normal
1632671_at	0	empty
1632672_at	2	high
1632673_at	0	empty
1632674_at	0	empty
1632675_s_at	0.666666667	low
1632676_s_at	1	normal
1632677_a_at	1	normal
1632678_at	0	empty
1632679_s_at	0	empty
1632680_at	1.7	high
1632681_at	0	empty
1632682_at	0	empty
1632683_s_at	0	empty
1632684_s_at	0	empty
1632685_at	2	high
1632686_at	0	empty
1632687_at	1	normal
1632688_s_at	1	normal
1632689_at	1	normal
1632690_a_at	0	empty
1632691_at	0	empty
1632692_at	0	empty
1632693_at	0	empty
1632694_at	1	normal
1632695_at	1	normal
1632696_at	0	empty
1632697_at	0	empty
1632698_at	1	normal
1632699_s_at	0	empty
1632700_a_at	1	normal
1632701_at	0	empty
1632702_at	0	empty
1632703_at	0	empty
1632704_at	1	normal
1632705_at	0	empty
1632706_at	0	empty
1632707_at	0	empty
1632708_at	0.666666667	low
1632709_at	0	empty
1632710_s_at	1	normal
1632711_at	1	normal
1632712_s_at	1	normal
1632713_at	1	normal
1632714_at	0	empty
1632715_at	0	empty
1632716_at	0	empty
1632717_a_at	0	empty
1632718_at	0	empty
1632719_at	0	empty
1632720_at	0	empty
1632721_at	0	empty
1632722_x_at	0	empty
1632723_at	0	empty
1632724_at	1	normal
1632725_at	0	empty
1632726_at	0	empty
1632727_at	0	empty
1632728_at	1	normal
1632729_at	0	empty
1632730_at	0	empty
1632731_at	0.666666667	low
1632732_at	1	normal
1632733_at	0	empty
1632734_s_at	1	normal
1632735_at	0	empty
1632736_at	1	normal
1632737_at	0	empty
1632738_at	0	empty
1632739_at	2	high
1632740_at	0	empty
1632741_at	0	empty
1632742_at	0	empty
1632743_a_at	0	empty
1632744_a_at	0	empty
1632745_at	0	empty
1632746_at	0	empty
1632747_at	0	empty
1632748_at	1	normal
1632749_at	0	empty
1632750_at	0	empty
1632751_at	0	empty
1632752_at	0	empty
1632753_a_at	0	empty
1632754_at	0	empty
1632755_at	0	empty
1632756_at	0	empty
1632757_a_at	1	normal
1632758_at	0	empty
1632759_at	1	normal
1632760_at	0	empty
1632761_at	0	empty
1632762_s_at	0	empty
1632763_at	0	empty
1632764_at	0	empty
1632765_at	1	normal
1632766_at	0	empty
1632767_at	0	empty
1632768_at	0	empty
1632769_at	0	empty
1632770_at	0.833333333	low
1632771_at	0.285714286	low
1632772_at	0	empty
1632773_a_at	0	empty
1632774_s_at	1	normal
1632775_at	0	empty
1632776_at	0	empty
1632777_at	0	empty
1632778_at	0	empty
1632779_at	0	empty
1632780_at	0	empty
1632781_s_at	0	empty
1632782_a_at	1	normal
1632783_a_at	1	normal
1632784_at	3.5	high
1632785_at	0	empty
1632786_at	0	empty
1632787_a_at	0	empty
1632788_at	0	empty
1632789_at	0	empty
1632790_at	1.5	high
1632791_at	MC	MC
1632792_at	0	empty
1632793_at	0	empty
1632794_a_at	1	normal
1632795_at	0	empty
1632796_s_at	0	empty
1632797_a_at	0	empty
1632798_at	0	empty
1632799_at	0	empty
1632800_at	0	empty
1632801_at	0	empty
1632802_at	0.285714286	low
1632803_at	2	high
1632804_at	0.4	low
1632805_at	0	empty
1632806_s_at	0	empty
1632807_at	1	normal
1632808_at	0	empty
1632809_at	3.5	high
1632810_at	0	empty
1632811_at	0	empty
1632812_at	0	empty
1632813_at	1	normal
1632814_at	0	empty
1632815_at	0	empty
1632816_at	1	normal
1632817_at	0	empty
1632818_at	0	empty
1632819_at	2	high
1632820_at	0	empty
1632821_a_at	0	empty
1632822_at	0.285714286	low
1632823_at	0	empty
1632824_at	0.25	low
1632825_at	0	empty
1632826_at	0	empty
1632827_a_at	1	normal
1632828_at	0.666666667	low
1632829_at	0	empty
1632830_s_at	0.833333333	low
1632831_at	0	empty
1632832_at	0	empty
1632833_at	0	empty
1632834_a_at	0	empty
1632835_at	0	empty
1632836_at	2	high
1632837_at	1	normal
1632838_at	0	empty
1632839_a_at	1	normal
1632840_s_at	1	normal
1632841_x_at	0	empty
1632842_at	0	empty
1632843_at	0	empty
1632844_s_at	1	normal
1632845_at	0	empty
1632846_at	0.666666667	low
1632847_at	0	empty
1632848_at	0	empty
1632849_at	0	empty
1632850_at	1	normal
1632851_at	0	empty
1632852_s_at	1	normal
1632853_at	0	empty
1632854_s_at	0.666666667	low
1632855_at	0	empty
1632856_s_at	0	empty
1632857_at	0	empty
1632858_a_at	0.285714286	low
1632859_a_at	0	empty
1632860_at	0	empty
1632861_at	0	empty
1632862_at	0	empty
1632863_at	0	empty
1632864_at	0	empty
1632865_s_at	0	empty
1632866_at	0	empty
1632867_at	1	normal
1632868_a_at	0	empty
1632869_at	0	empty
1632870_at	0	empty
1632871_at	0	empty
1632872_at	0	empty
1632873_at	0	empty
1632874_at	0	empty
1632875_at	0	empty
1632876_a_at	1	normal
1632877_a_at	0	empty
1632878_at	0	empty
1632879_at	0	empty
1632880_a_at	0	empty
1632881_at	0	empty
1632882_at	0	empty
1632883_at	0	empty
1632884_at	0	empty
1632885_at	0	empty
1632886_at	0	empty
1632887_at	0	empty
1632888_s_at	0	empty
1632889_at	0	empty
1632890_at	0.25	low
1632891_s_at	MC	MC
1632892_at	0	empty
1632893_at	0	empty
1632894_at	0	empty
1632895_at	0	empty
1632896_at	1	normal
1632897_at	0	empty
1632898_at	0	empty
1632899_s_at	0	empty
1632900_at	0	empty
1632901_s_at	2	high
1632902_s_at	0	empty
1632903_at	0	empty
1632904_at	1.5	high
1632905_at	0	empty
1632906_at	0	empty
1632907_a_at	0	empty
1632908_s_at	0	empty
1632909_at	0	empty
1632910_at	0	empty
1632911_at	0	empty
1632912_s_at	1	normal
1632913_at	3	high
1632914_at	1	normal
1632915_s_at	0	empty
1632916_at	0	empty
1632917_at	0	empty
1632918_at	0	empty
1632919_at	1	normal
1632920_at	0	empty
1632921_at	0	empty
1632922_at	1	normal
1632923_at	0	empty
1632924_at	0.833333333	low
1632925_at	0	empty
1632926_at	0	empty
1632927_at	0.833333333	low
1632928_at	1	normal
1632929_at	0	empty
1632930_at	0	empty
1632931_at	0.4	low
1632932_a_at	1	normal
1632933_at	0	empty
1632934_at	0	empty
1632935_at	0	empty
1632936_at	1	normal
1632937_at	0	empty
1632938_at	0	empty
1632939_s_at	0.4	low
1632940_a_at	0	empty
1632941_at	0	empty
1632942_at	0	empty
1632943_a_at	1	normal
1632944_at	0	empty
1632945_at	1	normal
1632946_at	1	normal
1632947_at	0	empty
1632948_x_at	0	empty
1632949_at	0	empty
1632950_at	0	empty
1632951_at	0	empty
1632952_at	0	empty
1632953_at	0	empty
1632954_at	0	empty
1632955_at	1	normal
1632956_at	1	normal
1632957_s_at	0	empty
1632958_a_at	0.833333333	low
1632959_at	1	normal
1632960_at	0	empty
1632961_at	0	empty
1632962_at	0	empty
1632963_at	1	normal
1632964_at	0	empty
1632965_at	0	empty
1632966_at	1	normal
1632967_s_at	1	normal
1632968_at	0	empty
1632969_at	0	empty
1632970_at	0	empty
1632971_at	0	empty
1632972_at	0	empty
1632973_at	1	normal
1632974_s_at	MC	MC
1632975_at	0	empty
1632976_s_at	0	empty
1632977_at	0	empty
1632978_at	1	normal
1632979_at	1	normal
1632980_at	0.666666667	low
1632981_s_at	0	empty
1632982_at	0	empty
1632983_s_at	MC	MC
1632984_s_at	0	empty
1632985_at	1	normal
1632986_a_at	0	empty
1632987_at	0	empty
1632988_at	0	empty
1632989_a_at	1	normal
1632990_at	0	empty
1632991_at	0	empty
1632992_at	0	empty
1632993_at	1	normal
1632994_at	0	empty
1632995_at	0	empty
1632996_at	0	empty
1632997_at	0	empty
1632998_at	1	normal
1632999_at	0	empty
1633000_a_at	0	empty
1633001_at	0	empty
1633002_at	1	normal
1633003_at	0	empty
1633004_at	1	normal
1633005_at	1	normal
1633006_at	0	empty
1633007_at	0	empty
1633008_at	3.5	high
1633009_a_at	1	normal
1633010_s_at	0.25	low
1633011_at	0	empty
1633012_at	0.4	low
1633013_at	0	empty
1633014_at	0	empty
1633015_at	0	empty
1633016_a_at	0	empty
1633017_at	1	normal
1633018_at	0	empty
1633019_a_at	0	empty
1633020_at	0	empty
1633021_s_at	0	empty
1633022_at	0	empty
1633023_at	0	empty
1633024_at	0	empty
1633025_at	0	empty
1633026_a_at	0	empty
1633027_at	0	empty
1633028_at	0	empty
1633029_at	0	empty
1633030_at	0	empty
1633031_at	0	empty
1633032_s_at	1	normal
1633033_s_at	0	empty
1633034_s_at	1	normal
1633035_at	0	empty
1633036_s_at	0	empty
1633037_at	0	empty
1633038_at	0	empty
1633039_at	1	normal
1633040_at	0	empty
1633041_at	0	empty
1633042_at	1	normal
1633043_at	0	empty
1633044_at	0	empty
1633045_at	1	normal
1633046_at	3	high
1633047_at	1	normal
1633048_at	1	normal
1633049_at	0	empty
1633050_at	0	empty
1633051_at	0	empty
1633052_at	0	empty
1633053_at	0	empty
1633054_at	0	empty
1633055_at	0	empty
1633056_at	1	normal
1633057_at	0	empty
1633058_at	0	empty
1633059_at	1.5	high
1633060_at	0	empty
1633061_at	1	normal
1633062_at	0	empty
1633063_at	0	empty
1633064_at	0	empty
1633065_at	0	empty
1633066_at	0	empty
1633067_at	0	empty
1633068_at	1	normal
1633069_s_at	1	normal
1633070_at	0	empty
1633071_at	0	empty
1633072_at	0	empty
1633073_at	0	empty
1633074_a_at	3.5	high
1633075_at	0	empty
1633076_at	1	normal
1633077_at	0	empty
1633078_at	0	empty
1633079_at	0	empty
1633080_at	0	empty
1633081_at	1	normal
1633082_at	0.4	low
1633083_at	0	empty
1633084_at	0	empty
1633085_at	0	empty
1633086_s_at	3.5	high
1633087_at	0	empty
1633088_at	0	empty
1633089_a_at	1	normal
1633090_at	0	empty
1633091_at	1	normal
1633092_at	1	normal
1633093_at	0	empty
1633094_a_at	MC	MC
1633095_at	0	empty
1633096_at	3	high
1633097_at	0	empty
1633098_at	0	empty
1633099_at	1.5	high
1633100_a_at	0	empty
1633101_at	0	empty
1633102_at	0	empty
1633103_at	0	empty
1633104_at	0	empty
1633105_at	0	empty
1633106_at	0	empty
1633107_at	0	empty
1633108_at	0	empty
1633109_at	0	empty
1633110_at	0	empty
1633111_at	0	empty
1633112_at	0	empty
1633113_at	1.7	high
1633114_at	0	empty
1633115_a_at	0	empty
1633116_at	0	empty
1633117_at	0	empty
1633118_at	1	normal
1633119_at	0	empty
1633120_at	0	empty
1633121_at	0	empty
1633122_at	0	empty
1633123_at	0	empty
1633124_at	0	empty
1633125_at	0	empty
1633126_at	0	empty
1633127_at	0	empty
1633128_at	0	empty
1633129_at	0.833333333	low
1633130_at	0	empty
1633131_s_at	1	normal
1633132_a_at	0	empty
1633133_at	0	empty
1633134_at	0	empty
1633135_s_at	0.833333333	low
1633136_a_at	0	empty
1633137_at	0	empty
1633138_at	0	empty
1633139_at	1	normal
1633140_at	0	empty
1633141_at	0	empty
1633142_at	0	empty
1633143_s_at	0	empty
1633144_at	1	normal
1633145_at	0	empty
1633146_at	0	empty
1633147_at	0	empty
1633148_at	0	empty
1633149_at	0	empty
1633150_a_at	0	empty
1633151_at	0	empty
1633152_at	0	empty
1633153_at	0	empty
1633154_at	0	empty
1633155_at	0	empty
1633156_at	0	empty
1633157_a_at	1	normal
1633158_at	0	empty
1633159_at	0	empty
1633160_a_at	0	empty
1633161_at	0	empty
1633162_at	0	empty
1633163_at	0.666666667	low
